Shape_Leng,Shape_Area,ADM2_EN,ADM2_PCODE,POP_2015,POP_2015_M,POP_2015_F,POP_2015_Rur,POP_2015_Urb,POP_2016,POP_2016_M,POP_2016_F,POP_2016_Rur,POP_2016_Urb,POP_2017,POP_2017_M,POP_2017_F,POP_2017_Rur,POP_2017_Urb,POP_2018,POP_2018_M,POP_2018_F,POP_2018_Rur,POP_2018_Urb,POP_2019,POP_2019_M,POP_2019_F,POP_2019_Rur,POP_2019_Urb,Tot_Villag
4.215270948,0.274828165,Mayuge,UG2053,484900,235200,249700,138300,46500,500500,243000,257500,139800,47000,516200,250900,265300,141300,47500,532200,258900,273300,142800,48000,548600,267100,281500,207200,48500,502
1.229772943,0.042089681,Mbale,UG2054,501400,239200,262200,193600,139700,517700,246800,270900,197000,142200,534400,254500,279900,200500,144700,551500,262400,289100,203900,147200,568800,270400,298400,95100,149600,939
1.9217556,0.100872074,Mbarara,UG4126,350700,170700,180000,86600,18800,358700,174800,183900,88700,19300,366600,178700,187900,90900,19700,374700,182900,191800,93000,20200,382800,186900,195900,83900,20700,768
1.313306974,0.044199868,Mitooma,UG4127,184800,87300,97500,76600,21100,186800,88300,98500,78400,21600,188800,89400,99400,80200,22100,190800,90500,100300,82000,22700,192600,91500,101100,175700,23200,550
2.074128543,0.128639702,Mityana,UG1018,333300,168200,165100,160000,95200,339200,171500,167700,163900,97500,345200,174800,170400,167800,99800,351100,178100,173000,171700,102200,356800,181300,175500,344300,104600,627
3.050879097,0.288088876,Moroto,UG3086,105400,50700,54700,280700,149500,108000,51900,56100,295500,157500,110600,53100,57500,311100,165800,113200,54300,58900,327400,174500,115800,55500,60300,404300,183500,151
1.525597164,0.084742844,Moyo,UG3087,97700,48200,49500,361300,248900,100000,49300,50700,371800,256100,102300,50600,51700,382500,263500,104700,51800,52900,393400,270900,107100,53200,53900,81600,278500,227
2.209552984,0.123905508,Mpigi,UG1019,255200,127900,127300,67700,3400,261400,131100,130300,70900,3600,267600,134400,133200,74400,3700,273900,137700,136200,78000,3900,280300,141100,139200,104100,4100,341
2.677134101,0.220286501,Mubende,UG1020,430200,216800,213400,87500,3900,453000,228600,224400,91500,4000,476900,241000,235900,95500,4200,501900,254000,247900,99800,4400,527800,267400,260400,182600,4600,1064
2.803626925,0.226170938,Mukono,UG1021,610200,296200,314000,162000,40200,627900,304700,323200,167000,41400,646000,313300,332700,172100,42600,664300,322000,342300,177300,44000,682800,330800,352000,154100,45300,590
2.568917896,0.146700583,Nabilatuk,UG3088,71100,33400,37700,137100,49000,74500,35100,39400,141200,50500,78100,36900,41200,145500,52000,81900,38900,43000,149800,53600,85700,40800,44900,175600,55200,0
3.022065271,0.193348343,Nakapiripirit,UG3089,91400,44100,47300,164300,53900,95500,46100,49400,167100,54900,99700,48200,51500,170000,55800,104200,50400,53800,172900,56700,108700,52600,56100,192100,57700,168
